,text
1161,"@zexis6 Tem muita coisa que não gostei do windows 11 e que faz dele, ao meu ver, ser um windows 10 com algumas funções retiradas e  com skin"
1162,"nossa, atualizei meu note pro windows 11, odiei e voltei pro 10

tudo isso em menos de 5 minutos"
1163,Dps q passei meu notebook pra Windows 11 ficou mais lento ainda 🤦🏽‍♂️😅
1164,A atualização do Windows 11 dá uma sensação de que tu está mexendo num iMac.
1165,O q é esse Windows 11?!  Tá parecendo uma cópia econômica do Mac OS 🙄🙄🤣🤣🤣
1166,"Notebook Asus M515, Intel Core i3 1115G4, 4GB RAM, 256GB SSD, Windows 11, Tela 15,6"" HD

R$ 2.339,31 à vista
R$ 2.594,43 até 10x sem juros

Link: https://t.co/O2n32FWbX1

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""PCS12"" PARA CHEGAR AO VALOR https://t.co/mBWAaiZFNC"
1167,"Notebook Acer Aspire 5, AMD Ryzen 3 5300U, 8GB RAM, 256GB SSD, Tela 15,6"" Full HD IPS, Windows 11

R$ 2.986,34 à vista
R$ 3.211,12 até 10x sem juros

Link: https://t.co/pwrHyQgGRL

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""PCS12"" PARA CHEGAR AO VALOR https://t.co/1Fh5gxi1cp"
1168,Windows 11 está prestes a ganhar 4 grandes novidades; veja quais são https://t.co/DEm27xghxM
1169,"@lauragrdnm Windows 11 é legalzinho, mas quando sai Windows XP Remastered?"
1170,"@PaulBatistta O meu setup também desde 2017 de boas. Agora depois que instalei o Windows 11 começou a dar isso aqui na tela , será q minha Gtx 1070 tá indo embora ou devo desmontar e trocar a pasta termica alguém sabe? Isso só acontece ao iniciar o Windows. Nós jogos ela não dá pala . https://t.co/lNQf9cm2BC"
1171,"Windows 11 pode ser executado no Android 13, mostra desenvolvedor https://t.co/w9xLoi8X9y https://t.co/807QlG8212"
1172,todo errado esse windows 11 mds
1173,"@henryatto Não sei se é bom, é a primeira vez que tô usando. Mas qualquer coisa pra eu me livrar do WhatsApp no trabalho tá valendo.

E sim, já tem versão pra Windows 11 (tô usando o do Windows 10, mas o do 11 tá disponível pra download)."
1174,"Meu pc do nada atualizou pro Windows 11, eu não cliquei em nada ele só ligou e tava lá, q q tá acontecendo?"
1175,🚨FECHANDO O CERCO! Windows 11 vai emitir alerta quando for instalado em PC incompatível #Windows11 #Microsoft https://t.co/s5Ev2ZuQzH
1176,"O PC atualizou pro Windows 11, muito top, gostei."
1177,quem foi que autorizou atualizar meu notebook pro windows 11 agora ele tá parecendo um pocket
1178,I've just posted a new blog: E Windows 11 no teu telemóvel com Android 13? https://t.co/CVgqrOss4i https://t.co/nrgahbw1QW
1179,"se alguém ai atualizou o windows pro 11 recomendo desinstalar o Widgets, essa bosta tava superaquecendo minha CPU sem eu usar nada"
1180,Kkk oi galerinha hj vamos ativar o Windows 11 https://t.co/ggboPZRMls
1181,"Notebook Asus E510, Intel Celeron N4020, 4GB RAM, 128GB SSD, Windows 11, Tela 15,6"" HD

R$ 2.025,67 até 10x sem juros

Link: https://t.co/b1ZJW0dZfc

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""TOMA10"" PARA CHEGAR AO VALOR https://t.co/EOKKedopD3"
1182,Windows 11 vc me pagaaaaaaaaaaaa https://t.co/RbMfhH2Fsb
1183,Desde que atualizei meu pc pro windows 11 ficou uma bosta
1184,@avelar_hew @arara_ No WIndows 11 basta Win+V q ele abre a janela perguntando se vc quer ativar... Ja poupa ir nas configuracoes
1185,Queria poder matar o Windows 11 de porrada com as minhas próprias mãos @windowsbr
1186,EU TE ODEIO WINDOWS 11 ESPERO QUE VC MORRA O MAIS RÁPIDO POSSÍVEL @windowsbr
1187,"@halrenskar Olá Carol, tudo bem? 🙂 

Que legal que está gostando do Windows 11. Sabia que há várias funções novas que foram implementadas com esta atualização?

Veja várias dicas: https://t.co/06RHDPOYc5.
Acesse também: https://t.co/qVOTG5FkCY. 

Conte sempre conosco! 😉 💙"
1188,@w4lly3 Sim! Era mais pela coisa d ser livre e tals mas nossa a vida c windows definitivamente mais facil pq tem td pra ele eto com o 11 mesmo mas tenho uma pequena implicância com a barra d tarefas pq no deepin era bem distribuído e no wds11 fica um vazio no canto esquerdo mas acostuma
1189,que delicia estar baixando windows 11 de novo 🥰
1190,"@garbreh_ hahaha ai, eu tenteni o deepin pelo mesmo motivo e cai fora. rs mas eu acho o layout do debian/ubuntu (que é igual) bem cool e descolado. o windows 11 tá bem bonitão também - e a vida é mais fácil."
1191,Windows 11 eu te odeio
1192,Windows 11 emitirá alerta quando for instalado num PC incompatível https://t.co/5PLOLhEpXc
1193,windows 11 bem lindinho será q presta essa
1194,alguém aqui já atualizou para o windows 11? teve algum problema?
1195,Windows 11 vai se foder
1196,"Windows 11 atualizou e parou de funcionar os driver de som, quase morri do coração achando que meu notebook novo tinha estragado, eu te odeio windows 11 quero meu win 7 ultimate de volta"
1197,Windows 11 rodando em celular com Android 13? Isso deve ser possível https://t.co/tuxnxTbELL
1198,windows 11 é lindinho mas o que ta consumindo de bateria do meu notebook é brincadeira
1199,"@cybergatinho Nos alegra muito saber que está gostando do Windows 11. Continuaremos nos esforçando para que ele melhore a cada dia! 😍 

Se quiser conhecer um pouco mais do que o sistema tem a oferecer, acesse nosso artigo: https://t.co/mSFiXwj7lv.

Um grande abraço e sucesso! 🙌"
1200,"🏵 ASUS BR1100CKA-GJ0303RA - Portátil 11.6"" HD (Celeron N4500, 8GB RAM, 128GB eMMC, UHD Graphics, Windows 10 Pro) Gris Oscuro... #amazon

💰 Precio: 299,00 €

https://t.co/bVTen23LZh"
1201,"Notebook Asus X515, Intel Core i5 1035G1, 8GB RAM, 256GB SSD, Windows 11, Tela 15,6"" HD

R$ 2.726,70 à vista
R$ 3.395,43 até 10x sem juros

Link: https://t.co/c7ne5E1UlS

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""PCS12"" PARA CHEGAR AO VALOR https://t.co/p69O7Rw0HW"
1202,"Notebook Lenovo Ultrafino Ideapad 3 R5-5500u 8gb 256gb Ssd Windows 11 15.6 82mf0003br Prata

Por: R$ 3.096,06
ou R$ 3.329,10 em até 10x sem juros

https://t.co/5WEOarf4jz

Abra o link no APP Submarino e utilize o cupom TOMA10 https://t.co/FEO5Dnr33E"
1203,ta muito fofo o windows 11
1204,#Windows 11 colocado a correr num smartphone com ajuda do #Android 13 https://t.co/LleUL4oFes #android #maquinavirtual #smartphones #windows
1205,"Windows entenda: eu n quero fazer update pro Windows 11, pare com isso"
1206,osh meu professor tá com o windows 11 que isso
1207,atualizei meu computador pro windows 11 mesmo avisando que não atendia os requisitos e sem fazer o backup antes porque gosto de viver perigosamente
1208,"@rogyseugirdor Ficamos imensamente felizes em saber que está gostando do Windows 11. Estamos trabalhando muito para deixar o sistema cada vez melhor! 🙌 ❤️ 😀 

Caso queira ir mais longe, separamos algumas dicas muito úteis: https://t.co/dCXnrwrfR9

Um grande abraço e muito sucesso!"
1209,"@4llina_ Windows 11 é pior, juro ele atualizou sozinho e agora ele vive travado, vou tentar voltar pro Windows 10"
1210,WINDOWS 11 EU TE ODEIOOOOOO
1211,Notebook Vaio Fe14 Intel Core I3 1tb Windows 11 Home Vjfe42f11x-b2391 R$3499 #promocao #desconto https://t.co/yQQkEr5466
1212,"Nos últimos anos, houve uma rápida aceleração na adoção da infraestrutura como serviço (IaaS) e, consequentemente, uma mudança no tipo de atividade na infraestrutura local sendo migrado para a nuvem.
Migrar para a nuvem pode oferecer eficiências https://t.co/ZkLCmDgNjE"
1213,como faz pra desinstalar o Windows 11 meu Deus isso fodeu com meu notebook
1214,Já tá dando pra jogar valorant no Windows 11?
1215,"querido windows 11

CARALHO, TU COME BATERIA DEMAIS, VIU
POOORRA 
AAAAA"
1216,@robertgvds amg NAO baixa o windows 11!!! só fode o pc
1217,"fui instalar o windows 11 no pc ai o coisa desinstalou o win10 e nem baixou o win11, cada uma ksksks
*rindo de nervoso"
1218,@UpisilOn @newascaryan Se eles tirar a viadagem do windows 11 n poder jogar
1219,"(1/2) Notícias de segurança ➤ https://t.co/eTZxTSWTGJ 🤗

1️⃣ Idosos pedem ajuda para se defenderem online
2️⃣ Microsoft corrige falha de lentidão nos SSDs
3️⃣ Falso instalador do Windows 11 rouba senhas
4️⃣ Falha crítica de segurança no navegador Safari"
1220,@Pndulo windows 10 ou 11? se for o 11 vê no task manager se não tens por lá um serviço/aplicação chamado windows widget a ocupar-te cpu como se não houvesse amanhã. Se sim podes matar.
1221,"#Windows11 
Tenho medo de baixar o Windows 11 e o meu PC começar a fumaçar 
😱😱😱"
1222,Como instalar o Windows 11 mesmo sem TPM 2.0 no PC #valeapenaler https://t.co/P996BYs8Xn
1223,"acho que eu gostei do Windows 11.... não tenho certeza, mas sei que não odiei"
1224,"hoje liberou o Windows 11 no meu note, instalei e ainda ganhei um game pass da Xbox, amei mt 🥵💖"
1225,WINDOWS 11 EU TE ODEIO
1226,@b3torocha Melhor coisa ter mudado pro windows 11. Tá perfeita essa versão.
1227,"To querendo instalar esse Windows 11 mas ta um saco
Tava 100% e voltou pra 0%, depois chegou a 25% e agora voltou pra 0% de novo"
1228,"@_Dulce_Coco_ Mas a senhora deu uma olhadinha na ferramenta de rotina do windows? Tá me ajudando demais em ser útil (aqui no Win 11 ela aparece quando pesquiso o relógio/cronômetro)
Eu estabeleci uma meta min 1h diária de produção e tá sendo satisfatório cumprir ela, sem contar que você define"
1229,Como mover a barra de tarefas no Windows 11 https://t.co/joetitnbhy via @_supertutoriais
1230,Nesse tutorial você aprende como desativar aplicativos e programas que inicia junto com o Windows 11: https://t.co/bwbat6X03J https://t.co/n6AUskun4D
1231,"meu pai levou meu notebook pro carinha do T.I fazer ele ficar mais rápido e o cara SIMPLESMENTE formatou o meu notebook, atualizou ele pro Windows 11 e ainda instalou o Photoshop, Adobe Premiere e o After Effects.... ele merece um aumento sim ou nao?? https://t.co/oiFmgjj8fZ"
1232,"Lembrete de atualização do Windows 11 foi de 
""Ignorar por enquanto"" pra ""Lembrar-me em 3 dias"" 

O momento que vai ser obrigatório att tá chegando"
1233,obrigada Windows 11 por foder meu note e atrasar mais ainda meu tcc
1234,"@literapolicial windows 11 ainda está na sua faze beta, melhor ficar com windows 10 mesmo."
1235,o windows 11 eh uma gracinha
1236,man o lol ta tão lentooo e o windows 11 uma bosta
1237,o windows 11 chei de bug meu jesus
1238,"instalei o windows 11, vamos ver se é bom"
1239,Fazer upgrade para Windows 11? https://t.co/HDOnftNiij
1240,Sério morro de ódio do windows 11 essa merda
1241,Windows 11 sim ou não? Estou analisando
1242,única reclamação com o windows 11 é que não da pra arrastar o objeto e jogar dentro de um programa pela barra de tarefas
1243,Pq diabos não tem relógio no segundo monitor com o Windows 11?!? #Windows
1244,"Tô nem aí pra quem fala mal do Windows 11, achei lindo"
1245,pior coisa foi ter atualizado meu pc pro windows 11
1246,@PedrinGmr Mano n consigo mais jogar valorent pq tenho windows 11 e n da para jogar 😭😭😭 https://t.co/izlM6IP30r
1247,"@artmonetae Saudades do Windows 10. Depois que mudei pro 11, ficou tudo horrível"
1248,@icaroanalises10 o que fode é só o Windows 11 mas a configuração é boa
1249,windows 11 pior lixo ja inventado dá problema no boot todo dia
1250,já atualizaram pro windows 11? e aí?
1251,Windows 11 num Pc de 10 anos fodase https://t.co/97AlYMAGDc
1252,"@thamy_portiezze @juhrangel_ Não duvido, coisa de maluco aquilo. Nem as do Windows 10 eu sabia porque atualizei meu pc pro 11 🤡"
1253,"OFERTA DO DIA💥
😱BAIXOU! Excelente custo/benefício! Oportunidade!

Notebook Lenovo Ultrafino IdeaPad 3i i3-10110U 4GB 256 GB SSD Windows 11 15.6"" 
📦 FRETE GRÁTIS  
✅ De R$2.999,00 por R$2.612,49 / à vista ou 10x sem juros

⬇️Compre Aqui⬇️
 https://t.co/cWapoTJJ5L
amazon"
1254,"O momento d atualizar pro Windows 11 chegou, pra ver se o encoder volta a funcionar"
1255,"galera instalei o windows 11 no meu notebook e agora ele tá travando pra caramba, não consigo nem usar o Chrome pq tudo que faço ele trava, alguém sabe o que faço pra resolver?"
1256,alguém tá usando o windows 11?
1257,o windows sendo burlado e gongado com a glr que não tem pc compatível conseguindo instalar o windows 11 msm assim lkkkkkjjkkkkk
1258,atualizei meu notebook pro windows 11 e simplesmente perdi todos meus arquivos????? caralho eu to chorando n é possível
1259,Esse Windows 11 parece um Mac cara kkkkkkkkkkkkkkkkkkkkk
1260,"Notebook Gamer Legion 5, AMD Ryzen 7 5800H, 16GB RAM, 512GB SSD, RTX 3050 4GB, Windows 11, Tela 15.6"" Full HD

R$ 7.429,90 à vista
R$ 7.989,15 até 10x sem juros

Link: https://t.co/0E6EnmWVLG

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""LENOVO15"" PARA CHEGAR AO VALOR https://t.co/ryT31NT7VK"
1261,"meu notebook não atende os requisitos pro windows 11. poxa, queria."
1262,que horror o windows 11
1263,"Meu computador IMPLORANDO pra eu baixar o windows 11

Da um tempo meo, não vou baixar!"
1264,"Notebook Gamer Dell G15, Intel Core i7 11800H, 16GB RAM, 512GB SSD, RTX 3060 6GB, Windows 11, Tela 15.6"" Full HD

R$ 8.536,56 à vista
R$ 9.179,10 até 10x sem juros

Link: https://t.co/6ZNNOcwPqn

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""TOMA10"" PARA CHEGAR AO VALOR https://t.co/fThtEZ2QzL"
1265,"PROMOÇÃO* INSTALAÇÃO DE WINDOWS 11, PC COMPATIVEL OU NÃO... BACKUP DE SEGURAÇÃO... SERVIÇO GARANTIDO* VEJA OUTROS SERVIÇOS DE INFORMATICA...
👇👇👇👇👇PLANTÃO👇👇👇👇👇
https://t.co/aBsSrpDc6w

#BrasilLivre #GiroLivreBR #GiroLivreSC #MídiasOnlineSC https://t.co/xNNnpBCndJ"
1266,Finalmente atualizei para o Windows 11. É o Windows mais lindo que já fizeram.
1267,"meu computador atualizou pro windows 11 rip
mto feio meu deus"
1268,Windows 11: se fizer isto a bateria vai dar para mais tempo! https://t.co/cL50h39LGM via @leakpt
1269,Como instalar Windows 11 em um Mac sem gastar com Parallels https://t.co/OKScG2m67k
1270,Windows 11: se fizer isto a bateria vai dar para mais tempo! https://t.co/K8X9rQldiF https://t.co/EMaFyDkadi
1271,"Acho que vou sair do Windows 11 e voltar pro Windows 10. O 11 é bem pesadinho, mas ao mesmo tempo o áudio por Bluetooth é bem pior no 10. Só que o 10 é bem mais leve. Aí eu lembro que no 11 o Bluetooth vive caindo e no 10 é bem difícil de ocorrer. É, vou voltar mesmo."
1272,"pra que fui atualizar meu pc, windows 11 feio demais"
1273,@suarezdiego122 a mi no me va en Windows 11 no se pq
1274,"@PCFactsbr Acho que e muito individual de cada jogo, vai dizer que não tem um jogo que bata 100% com 4 núcleos ??? Tem que ver como está agora no Windows 10 21H2 e Windows 11 com BIOS nova e drivers novos.."
1275,Microsoft querendo me empurrar o Windows 11 de qualquer jeito kkkk
1276,"mostrando o windows 11 pro meu pai mas ele não está impressionado

por ele, a gente volta pro windows vista (que ele ainda usava até pouco tempo atrás"
1277,Como instalar Windows 11 em um Mac sem gastar com Parallels https://t.co/E5KDC80oXw https://t.co/BNhZWQD57l
1278,"Na moral hein @MicrosoftBr esse Windows 11 tá consumindo metade da RAM do meu PC sem nada aberto velho, tem como melhorar isso aí???"
1279,Algum ser humano que usa windows 11?
1280,"atualizei o notebook para o windows 11 e sinto que ta uma merda, todo lento"
1281,"@Thiagotgmelo Olá Thiago, tudo bem?
Que legal que está gostando do Windows 11. Sabia que há várias funções novas que foram implementadas com esta atualização?
Aqui está o boletim de atualização com várias dicas: 
https://t.co/jQTHYTWHEM.
Conte sempre conosco!  😉"
1282,Como instalar Windows 11 em um Mac sem gastar com Parallels https://t.co/8kpIkF4sPu
1283,"Notebook Asus M515, Intel Core i3 1115G4, 4GB RAM, 256GB SSD, Windows 11, Tela 15,6"" HD

R$ 2.391,50 à vista
R$ 2.652,41 até 10x sem juros

Link: https://t.co/O2n32FEAyr

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""TOMA10"" PARA CHEGAR AO VALOR https://t.co/t7wMb68pZe"
1284,"Como instalar Windows 11 em um Mac sem gastar com Parallels[""https://t.co/pNuptlt1uf""]"
1285,"Atualizei pro windows 11, achei muito bonito."
1286,"Notebook Acer Aspire 5, AMD Ryzen 3 5300U, 8GB RAM, 256GB SSD, Tela 15,6"" Full HD IPS, Windows 11

R$ 3.054,21 à vista
R$ 3.284,10 até 10x sem juros

Link: https://t.co/pwrHyQgGRL

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""PCS12"" PARA CHEGAR AO VALOR https://t.co/ThaaNoZqEL"
1287,@SpiqPNG Não presta o novo Windows 11 travando d+ cheio de bug
1288,"Pra mim já deu, esperar meu ssd chegar e voltar pro windows 10 com a força do ódio desse windows 11. E mais uma vez a Microsoft segue a tradição de um bom, um péssimo."
1289,"Notebook Lenovo Ideapad 3i, Intel Celeron N4020, 4GB Ram, 128GB SSD, Tela 15,6"" HD, Windows 11

R$ 1.938,12 à vista
R$ 2.082,27 até 10x sem juros

Link: https://t.co/txCD0089AX

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""TOMA10"" PARA CHEGAR AO VALOR https://t.co/FyAJGARjUB"
1290,"Apareceu a letra depois da atualização do Resso no Windows 11.

#music #streaming https://t.co/Nfq77QtKNc"
1291,"Notebook Asus E510, Intel Celeron N4020, 4GB RAM, 128GB SSD, Windows 11, Tela 15,6"" HD

R$ 2.025,70 até 10x sem juros

Link: https://t.co/b1ZJW0dZfc

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""TOMA10"" PARA CHEGAR AO VALOR https://t.co/R6aBe9OkiV"
1292,eu toda feliz que meu windows 11 nao tava uma bomba mas eh como dizem felicidade de pobre dura pouco etc
1293,windows 11 seu fudidoooooooooooooooo
1294,Linuxfx 11 uma distribuição Linux muito similar a Windows 11. Para passar suavemente do Windows ao Linux.
1295,"Blz Windows 11 agora não quer inicializar meu notebook.

muito bom"
1296,baixando windows 11 quais as chances do meu computador n aguentar?
1297,"Notebook Acer Aspire 3, Intel Core i3 1005G1, 8GB RAM, 512GB SSD, Windows 10, Tela 15,6'' Full HD

R$ 2.953,11 até 10x sem juros

Link: https://t.co/Go5OxDD41A

BAIXE O APP SUBMARINO, ABRA O LINK E APLIQUE O CUPOM ""TOMA10"" PARA CHEGAR AO VALOR https://t.co/3zc22kqU7O"
1298,@BanidoEt Ah só lembrando Windows 11 é chato igual a cara dele...😁 https://t.co/7QBhCq9Tmd
1299,"Nunca houve um momento melhor para comprar um novo PC

Ao olharmos para o próximo ano mesmo que, seja para trabalhar, criar, conectar, aprender ou jogar, o PC continuará desempenhando um papel relevante e duradouro em nossas vidas.  #Microsoft

https://t.co/F1AztXhkTN https://t.co/jf4jfvqQKg"
1300,windows 11 com essas bordinhas arredondadas ta me passando uma forte vibe disso aqui estou um pouco desgostoso https://t.co/zse45UDhKI
1301,"o sistemas de Windows 11 tá mt parecido com o da Apple, meu deus"
1302,"Depois de anos usando o windows 7, to usando o 11 e que negócio estranho"
1303,Guia Windows 11: várias formas de instalar (inclusive sem TPM 2.0) https://t.co/UtWehtArX5
1304,"@Cijoga @linoano @Taccoozz Tipo como foi em 2010 no Xbox 360 da atualização do Kinect, aí ela vai lá e usa o Windows 11 como base que é bem bonita... E aquela interface do Xbox 360... E espetácular..."
1305,O Windows 11 é uma atualização visivelmente baseada no MacOS. Gostei.
1306,"É só para Windows 10 e 11 o launcher do mine oficial 😎 

De graça 😏 https://t.co/qCJ7oG33Ji"
1307,"@MikaelBRZ Mas pera, o que é necessário para o Windows 11 funcionar é só a placa-mãe ter o TPM 2.0 nela
E o processador pode ser até um Pentium 4 que vai funcionar nele
Como o processador é a causa? 🤭"
1308,A verdade é que o W11 pesa bem mais que o W10!
1309,@goldsaulo agora tu me deixaste tentado a ir pro W11 haushaush
1310,"Impressionante como algumas coisas rodam infinitamente melhor no W11.
Qnd eu usava o W10, tanto a unity, o visual studio e o netbeans quase fritavam meu PC.
Agr no W11 tá um mel.
Roda muito mais tranquilo e com um desempenho mt melhor.
E olha que eu já tinha feito o up de memoria"
1311,Atualizei meu pc do trabalho pro w11 e odiei 😪😪😪 vou ter que fazer downgrade
1312,"conheci o cara hoje, menos de 20 min se prontificou pra me ajudar a tirar a bomba do w11 e colocar o 10. e aqui estamos, q mlk brabo. obrigado transformice por ter essas pessoas no jogo!!!"
1313,"@enbyrai cara, o w11 tá com tantos problemas que eu vou voltar pro 10. só tô com preguicinha, mas é MUITA coisinha chata que você precisa mexer no w11 pra poder conseguir executar oque voce quer. 

fora q tem programa q n fecha e come as vezes 20% da cpu.. ta um lixo"
1314,"@mosezinn Não, só vou pro W11 quando eu for pra um ssd nvme, atualmente uso um sata de 120gb. Acho razoável deixar ele amadurecer, aí quando for fazer upgrade no PC já atualiza o sistema bonitinho"
1315,Gostei do W11
1316,"Eu até voltei para o Windows 10. W11 é muito estranho, era tela azul do nada quando abria o Google Chrome e o Adobe Photoshop ao msm tempo. 🤨 https://t.co/Ty51YIvzy0"
1317,tanto estresse com esse notebook pra que eu fui atualizar pro w11 que ódio
1318,"@lucas7andrad eu fiquei uns dias sofrendo com isso! no fim das contas acabei voltando pro w10 porque alguns programas que eu uso não funcionavam no w11. 

minha placa mãe é da MSI e o app MSI Center (pra fuçar com os leds e ativar outras funções) simplesmente não funcionava, entre outros"
1319,"@orivlr então, tenho até o 11 já instalado, porém não tô conseguindo rodar o VAL por erro 1607, que diz sobre TPM 2.0 e Secure Boot. Pelo que entendi só de já estar no W11 tenho o TPM2.0 ok, agr faltaria habilitar o secure boot.. e mesmo dando Enable na tela principal da BIOS da Disable"
1320,"Guys, alguém consegue me ajudar? Simplesmente não consigo alterar o Secure Boot no W11, mesmo já tendo habilitado ele na aba Security https://t.co/ijueAWPqVs"
1321,@auto_neer Tô achando que eles tentaram chega ao nível de Dowforce do w11. Se fizeram isso usando esse regulamento os caras são Gênios
1322,@MercedesAMGF1BR Tô achando que eles tentaram produzir um carro parecido com o passado usando a abordagem de 22. Esse carro e cara do w11 se chegaram lá . Sei não viu não tem pra ninguém
1323,"@Karmacfo agradece, w11 ta uma merda"
1324,"@Karmacfo (pera, verificando bem sobre a questão da bateria, o Windows 10 tem esse problema também kkkkk, então acho que não deve ter problema atualizar pro W11 mesmo, se tiver com os outros requisitos mínimos, deve rodar beleza.)"
1325,"@AkitaOnRails Eu sou muito sortudo. Atualizo pelo insider desde a primeira versão disponível do w11 até hoje, e nunca tive problema além do alinhamento da taskbar uma vez."
1326,"Vou instalar o w11 no meu PC, se der merda vocês me ajudem."
1327,sonhei que o vava rodava no w11
1328,@laughszarry Não é feio mas tbm não é um W11/12 que eu particularmente achei os mais bonitos de todos
1329,"Entrada de Ar: 

Se parece muito semelhante em conceito ao W11, como esperado, onde a forma A é a parte estrutural, a seção curva é um duto de resfriamento.

📸: @NorthHertsSam https://t.co/xFUVeKz5yd"
1330,instalei w11 e parece que virei um pleno automaticamente
1331,@MercedesAMGF1BR Se eles tiveram desempenho igual ao w11 . Vai ser show
1332,"@NigroCominotti AMD tem que  resolver isso com Microsoft, só vi no w11. no linus tá suave também, no MC os pirata"
1333,"@NigroCominotti Positivo nunca dá desempenho.  Curva negativa já vide 28 . Seguro 100% rolo menos no windows 10 de 20 a 23+- só testei em 3 processadores 5000. A maioria pega 24 a 26 fácil. No w11 só rolou 100% estável 24 , 23 eu usando 26 normalmente"
1334,"@daniellimae @danielhe4rt Tanto que aqui na empresa, migraram todas as máquinas para W11 também."
1335,@pequenojaozim W11 né ? Kkkkk
1336,@AkitaOnRails Como está o WSL2 no W11? Não migrei ainda com medo de quebrar alguma coisa relacionada.
1337,"@AkitaOnRails Até o W10 tem esse problema com tantos updates, o W11 então ..."
1338,@annaesec O comigo foi assim não abre nada só fica tela de preta sem carregar jogos. Está muito atrasado atualização W11 cheio de congelado lento.
1339,@Don_Balestre vdd o lewis c W10 e W11 deixava todo mundo comendo poeira
1340,"@peitosdoblitzo tipo transparente sabe, pq eu atualizei pro w11"
1341,@MercedesAMGF1BR Se esse cara conseguiram fazer o mesmo Dowforce do w11 com outro regulamento . Esses caras são gênios .
1342,Já dá pra jogar valorant no w11?
1343,"@brenin_galdino Olha, o trabalho que fizeram no sidepod ficou bem semelhante ao W11. A Mercedes já tem motor e sabe fazer aerodinâmica boa. Meu palpite pra esse ano é Ferrari e Mercedes."
1344,@blog_formula1 7! porque definitivamente w11 e w12 mostraram quao bonita eh a Merc preta.
1345,@tayanelopesx Atualizei o meu p w11 e ta uma buracão legal KKKKKK sdd w10
1346,Entendo quase Nd de tudo
1347,Compensa atualizar o pc pro w11?
1348,"Curioso como os sidepods do W13 não ficaram muito distintos do W11, mesmo sendo filosofias totalmente diferentes entre os carros. https://t.co/hvwJrf4mmj"
1349,"@DavidBeckmannBR Acho q o Vermelho só tá no carro por causa da INEOS

Sabe oq é pior? A pintura desse ano é igualzinho a V1 do W11 na pré-temporada de 2020.

Olha isso: https://t.co/flrqtXVv1M"
1350,@prmaaraujo Ta igual ao W11
1351,"@CurtiAntony Porra eu sou apaixonado no w11 e no w10, carros maravilhosos. Agora o w12 e o w13, não me chamaram tanta atenção. O foco agora é saber se a mercedes tem carro pra esse ano né. hahahah"
1352,nossa mas a w13 deu uma surra na w11 em beleza
1353,pensando na W11 https://t.co/LQyvkrZCho
1354,"📢 OFERTA - Submarino

💻 Notebook Gamer Dell Ryzen 5 5600H 8GB 512GB SSD Geforce RTX 3050 Tela 15.6 FHD W11 G15

💵 R$ 5.944,07
💵 R$ 5.339,66 com AME
🎟️ Use o Cupom: 100NOAPP

🚨 Só é possível chegar no valor pelo APP DA LOJA
✨ Abra o link pelo APP

🔗 https://t.co/coUrLGLWEz https://t.co/4wt3GHI1Qd"
1355,"@EuclidesIbra @choquei O meu é mais para estudos. O q comprei é o 
Samsung intel celeron-6305 4gb 500gb W11 
É lento. 😓"
1356,o w11 era tão lindo mds que saudade
1357,"@rosberguismo são todos vagabundos, a nossa marca é prata, preto foi legal, foi a cor de um dos carros mais pikas de todos os tempos (W11) mas nós somos as flechas de prata po, quem reclama é quem começou a ver f1 em 2021."
1358,Dedicação total a ela 😮‍💨
1359,Sou viúva do W11
1360,pensando em tirar essa bomba chamada w11 do meu pc... https://t.co/lsNe91u4y4
1361,"Notebook Asus X515ja-Ej1792w Intel Core I5 1035g1 8gb 256gb Ssd W11 15,6 Led-Backlit Cinza

💲por R$ 2.735,28 (APP + CUPOM)
💳Ou R$ 3.419,10 em até 10x sem juros
🏷️Cupom PCS10APP

Acesse 👇
https://t.co/8y8bwYuBGQ
Acaba rápido https://t.co/vkvRUUo2u4"
1362,"@lewisharmilton SIM!
E se fizessem essas estrelas tipo no W11 PUTA QUE PARIUUUUU
assim elas me irritam um pouco e tampam patrocinadores"
1363,"@shxsgone W11 é histórico ... Talvez F1 mais rápido que já correu numa pista é isso são dados , como eu disse naquele ano achei lindíssimo aquele carro , mas o w12 eu achei muito cheio de ""coisinha"" eu sou chato desculpa kkkk se a Ferrari fizer um carro que n tenha vermelho eu vou reclama"
1364,@paddock_eloclub alguém precisa fazer uma fancam dessa música com o carro da Mercedes pode ser até o w11
1365,"@Ederprobr7 assim, W11 amor eterno pra mim, lindo e potente. W12 horroroso com aquele cinza e vermelho. W13 bonito, mas nada demais. não é feio, mas sei lá"
